Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant Rock Type,Tectonic Setting
281031,Kueishantao,Taiwan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1785 CE,24.841,121.953,361,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
281032,Tatun Group,Taiwan,"Japan, Taiwan, Marianas",Lava dome(s),Eruption Dated,648 CE,25.17,121.52,1120,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282010,Submarine Volcano NNE of Iriomotejima,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1924 CE,24.57,123.93,-200,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
282020,Io-Torishima,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1968 CE,27.881,128.223,212,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282021,Yokoate-jima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1835 CE,28.797,128.997,495,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282022,Akuseki-jima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Evidence Uncertain,Unknown,29.461,129.597,584,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282030,Suwanosejima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,2016 CE,29.638,129.714,796,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282040,Nakanoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1914 CE,29.859,129.857,979,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282041,Kogaja-jima,Japan,"Japan, Taiwan, Marianas",Lava dome(s),Evidence Uncertain,Unknown,29.879,129.625,301,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282043,Kuchinoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Dated,1190 CE,29.968,129.926,628,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282050,Kuchinoerabujima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,2015 CE,30.443,130.217,657,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
282060,Kikai,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2013 CE,30.789,130.308,704,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
282070,Ata,Japan,"Japan, Taiwan, Marianas",Caldera(s),Eruption Observed,885 CE,31.22,130.57,924,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282080,Aira,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2016 CE,31.593,130.657,1117,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282081,Yonemaru-Sumiyoshiike,Japan,"Japan, Taiwan, Marianas",Maar(s),Eruption Dated,6200 BCE,31.771,130.592,40,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
282090,Kirishimayama,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Observed,2011 CE,31.934,130.862,1700,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282091,Fukue,Japan,"Japan, Taiwan, Marianas",Shield(s),Eruption Dated,400 BCE,32.657,128.849,315,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
282100,Unzendake,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1996 CE,32.761,130.299,1483,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282110,Asosan,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2016 CE,32.884,131.104,1592,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282120,Kujusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1996 CE,33.086,131.249,1791,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282130,Yufu-Tsurumi,Japan,"Japan, Taiwan, Marianas",Lava dome(s),Eruption Observed,867 CE,33.282,131.39,1584,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283001,Abu,Japan,"Japan, Taiwan, Marianas",Shield(s),Eruption Dated,6850 BCE,34.5,131.6,641,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283002,Sanbesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,650 CE,35.139,132.621,1126,Dacite,Subduction Zone / Continental Crust (>25 km)
283003,Oki-Dogo,Japan,"Japan, Taiwan, Marianas",Shield,Evidence Credible,Unknown,36.176,133.334,151,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
283010,Izu-Tobu,Japan,"Japan, Taiwan, Marianas",Pyroclastic cone(s),Eruption Observed,1989 CE,34.9,139.098,1406,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
283020,Hakoneyama,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Dated,2015 CE,35.233,139.021,1438,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283030,Fujisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1708 CE,35.361,138.728,3776,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
283031,Yokodake,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Dated,1200 CE,36.087,138.32,2480,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283040,Ontakesan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,2014 CE,35.893,137.48,3067,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283050,Hakusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1659 CE,36.155,136.771,2702,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283060,Norikuradake,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Dated,50 BCE,36.106,137.554,3026,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283069,Akandanayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Evidence Credible,Unknown,36.2,137.573,2109,,
283070,Yakedake,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1995 CE,36.227,137.587,2455,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283071,Washiba-Kumonotaira,Japan,"Japan, Taiwan, Marianas",Shield(s),Evidence Credible,Unknown,36.408,137.594,2924,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283080,Midagahara,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1839 CE,36.571,137.59,2621,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283090,Niigata-Yakeyama,Japan,"Japan, Taiwan, Marianas",Lava dome,Eruption Observed,1998 CE,36.921,138.036,2400,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283100,Myokosan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,750 BCE,36.891,138.114,2454,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283110,Asamayama,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,2015 CE,36.406,138.523,2568,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283120,Kusatsu-Shiranesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1983 CE,36.618,138.528,2165,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283121,Shiga,Japan,"Japan, Taiwan, Marianas",Shield(s),Evidence Uncertain,Unknown,36.688,138.519,2041,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283122,Harunasan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,550 CE,36.477,138.851,1449,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283130,Akagisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Evidence Uncertain,Unknown,36.56,139.193,1828,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283131,Hiuchigatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1544 CE,36.955,139.285,2356,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283140,Nikko-Shiranesan,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Observed,1952 CE,36.799,139.376,2578,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283141,Nantai,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,9540 BCE,36.762,139.494,2486,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283142,Omanago Group,Japan,"Japan, Taiwan, Marianas",Lava dome(s),Eruption Dated,3050 BCE,36.795,139.507,2341,Dacite,Subduction Zone / Continental Crust (>25 km)
283143,Takaharayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,4570 BCE,36.9,139.777,1795,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283150,Nasudake,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1963 CE,37.125,139.963,1915,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283151,Numazawa,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Dated,3400 BCE,37.444,139.566,835,Dacite,Subduction Zone / Continental Crust (>25 km)
283160,Bandaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1888 CE,37.601,140.072,1816,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283170,Adatarayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1996 CE,37.647,140.281,1728,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283180,Azumayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1977 CE,37.735,140.244,1949,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283190,Zaozan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1940 CE,38.144,140.44,1841,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283191,Hijiori,Japan,"Japan, Taiwan, Marianas",Caldera,Evidence Credible,Unknown,38.599,140.162,552,Dacite,Subduction Zone / Continental Crust (>25 km)
283200,Naruko,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,837 CE,38.729,140.734,470,Rhyolite,Subduction Zone / Continental Crust (>25 km)
283210,Kurikomayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1950 CE,38.961,140.788,1627,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283220,Chokaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1974 CE,39.099,140.049,2236,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283230,Akita-Komagatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1971 CE,39.761,140.799,1637,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
283240,Iwatesan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1919 CE,39.853,141.001,2038,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
283250,Hachimantai,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,5350 BCE,39.958,140.854,1613,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283260,Akita-Yakeyama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1997 CE,39.964,140.757,1366,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283262,Megata,Japan,"Japan, Taiwan, Marianas",Maar(s),Eruption Dated,2050 BCE,39.95,139.73,291,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283270,Iwakisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1863 CE,40.656,140.303,1625,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283271,Towada,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,915 CE,40.51,140.88,1011,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283280,Hakkodasan,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Dated,1550 CE,40.659,140.877,1585,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283290,Osorezan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1787 CE,41.276,141.124,878,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283879,Onikobe,Japan,"Japan, Taiwan, Marianas",Caldera,Unrest / Pleistocene,Unknown,38.83,140.695,769,,Subduction Zone / Continental Crust (>25 km)
283892,Mutsu-Hiuchi-dake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Unrest / Pleistocene,Unknown,41.436,141.056,781,,Subduction Zone / Continental Crust (>25 km)
284010,Izu-Oshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1990 CE,34.724,139.394,758,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284011,Toshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,4550 BCE,34.52,139.279,508,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284020,Niijima,Japan,"Japan, Taiwan, Marianas",Lava dome(s),Eruption Observed,886 CE,34.397,139.27,432,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
284030,Kozushima,Japan,"Japan, Taiwan, Marianas",Lava dome(s),Eruption Observed,838 CE,34.219,139.153,572,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
284040,Miyakejima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2010 CE,34.094,139.526,775,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284041,Mikurajima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,4100 BCE,33.874,139.602,851,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284042,Kurose Hole,Japan,"Japan, Taiwan, Marianas",Submarine,Evidence Uncertain,Unknown,33.4,139.68,-107,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
284050,Hachijojima,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,1606 CE,33.137,139.766,854,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284060,Aogashima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1785 CE,32.458,139.759,423,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284061,Kita-Bayonnaise,Japan,"Japan, Taiwan, Marianas",Submarine,Evidence Uncertain,Unknown,32.1,139.85,-360,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
284070,Myojinsho,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1970 CE,31.888,139.918,11,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
284080,Sumisujima,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1916 CE,31.44,140.051,136,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
284090,Izu-Torishima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2002 CE,30.484,140.303,394,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284091,Sofugan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Evidence Uncertain,Unknown,29.794,140.342,99,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
284093,Suiyo Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,28.575,140.633,-991,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284094,Mokuyo Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,28.327,140.572,-933,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284095,Doyo Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,27.68,140.8,-590,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284096,Nishinoshima,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2015 CE,27.247,140.874,25,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284097,Kaikata Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,26.667,140.929,-165,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284100,Kaitoku Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1984 CE,26.06,140.933,-173,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284110,Kita-Ioto,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1945 CE,25.424,141.284,792,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284120,Ioto,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2012 CE,24.751,141.289,169,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Crust Thickness Unknown
284121,Kita-Fukutokutai,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1954 CE,24.417,141.417,-73,No Data,Subduction Zone / Crust Thickness Unknown
284130,Fukutoku-Oka-no-Ba,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,2010 CE,24.285,141.481,-29,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Crust Thickness Unknown
284131,Minami Hiyoshi,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1975 CE,23.5,141.935,-107,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Crust Thickness Unknown
284132,Nikko,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,23.078,142.326,-392,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284133,Fukujin,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1974 CE,21.93,143.47,-217,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284134,Kasuga 1,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1959 CE,21.765,143.71,-598,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284135,Kasuga 2,United States,"Japan, Taiwan, Marianas",Submarine,Evidence Credible,Unknown,21.6,143.637,-274,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284136,NW Eifuku,United States,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,21.485,144.043,-1535,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284137,Daikoku,United States,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,21.324,144.194,-323,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284140,Farallon de Pajaros,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1967 CE,20.538,144.896,360,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284141,Ahyi,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Dated,2014 CE,20.42,145.03,-75,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284142,Supply Reef,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Dated,1989 CE,20.13,145.1,-8,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284143,Maug Islands,United States,"Japan, Taiwan, Marianas",Stratovolcano,Unrest / Holocene,Unknown,20.02,145.22,227,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284150,Asuncion,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1906 CE,19.671,145.406,857,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284160,Agrigan,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1917 CE,18.77,145.67,965,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284170,Pagan,United States,"Japan, Taiwan, Marianas",Stratovolcano(es),Eruption Observed,2012 CE,18.13,145.8,570,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
284180,Alamagan,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,870 CE,17.6,145.83,744,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284190,Guguan,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1883 CE,17.307,145.845,287,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
284191,Zealandia Bank,United States,"Japan, Taiwan, Marianas",Stratovolcano,Unrest / Holocene,Unknown,16.88,145.85,0,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
